1215	250	0
1215	346.284	0
1215	568.257	0
1215	774.996	0
1222.61	771.041	-0.0160739
1211.93	927.74	0.0151984
1164.98	915.508	-0.0902024
1249.44	1022.39	0.187811
1232.06	1310.28	0.0603912
1264.9	1297.63	0.137791
1198.09	1578.78	-0.0314077
1198.06	1586.09	-0.0229638
1202.67	1625.34	0.0177439
1197.89	1698.56	0.00174217
1207.45	1743.62	0.0337456
1207.45	1839.37	0.0337456
1207.45	1950.36	0.0337456
1207.45	2048.29	0.0337456
1215	2353.25	0
1216.76	2350.1	0.478156
1213.24	2356.4	0.615855
1213.24	2356.4	1.46147
1232.57	2326.08	2.17968
1200.79	2377.25	2.60284
1186.53	2400.14	2.79252
1183.29	2346.44	2.88593
1191.67	2438.09	3.13376
1162.22	2426.28	3.28948
1221.11	2257.33	3.08686
1221.34	2183.97	3.06732
1223.09	2186.02	3.08619
1223.84	2147.21	3.10861
1205.81	2210.36	3.15794
1289.79	2071.66	3.02842
1152.32	1764.12	3.23412
1152.31	1652.04	3.23412
1152.3	1537.79	3.23412
1152.3	1439.86	3.23412
1131.9	1433.09	3.27265
1172.68	1207.26	3.19558
1172.68	1125.65	3.19558
1172.67	1047.31	3.19558
1159.12	1047.23	3.26545
1190.41	842.796	3.1249
1182.73	788.988	3.12433
1182.64	763.287	3.12345
1180.24	664.725	3.13372
1179.79	618.809	3.13436
1185.46	619.897	3.14124
1172.79	527.498	3.12668
1174.18	328.624	3.12608
1171.05	241.175	3.12793
1176.23	236.806	3.12661
1162.19	194.659	3.1255
1174.07	152.305	3.12817
1174.33	147.4	3.12891
1167.61	106.179	3.12742
1166.93	65.2855	3.12532
1161.25	10.5227	3.12379
1161.8	-130.931	3.12476
1160.9	-140.15	3.1244
1164.01	-157.336	3.12706
1156.86	-188.755	3.11689
1159.5	-231.886	3.11643
1154.84	-272.937	3.11133
1153.77	-277.485	3.11193
1155.52	-274.017	3.11315
