1215	250	0.0695023
1215	250	0.069036
1215	250	0.0684142
1215	250	0.067637
1215	250	0.0667043
1215	250	0.0656162
1215	250	0.0643727
1215	250	0.0629737
1215	250	0.0614192
1215	250	0.0597093
1215	250	0.057844
1215	250	0.0558233
1215	250	0.0536471
1215	250	0.0513154
1215	250	0.0488283
1215	250	0.0461858
1215	250	0.0433878
1215	250	0.0404344
1215	250	0.0373255
1215	250	0.0340612
1215	250	0.0309523
1215	250	0.0279989
1215	250	0.0252009
1215	250	0.0225584
1215	250	0.0200713
1215	250	0.0177396
1215	250	0.0155634
1215	250	0.0135427
1215	250	0.0116773
1215	250	0.00996747
1215	250	0.00841303
1215	250	0.00701404
1215	250	0.00577049
1215	250	0.00468239
1215	250	0.00374973
1215	250	0.00297251
1215	250	0.00235074
1215	250	0.00188441
1215	250	0.00157352
1215	250	0.00141808
1215	250	0.00141808
1215	250	0.00157352
1215	250.027	0.00157352
1215	250.068	0.00157352
1215	250.122	0.00157352
1215	250.19	0.00157352
1215	250.272	0.00157352
1215	250.367	0.00157352
1215	250.476	0.00157352
1215	250.598	0.00157352
1215	250.734	0.00157352
1215	250.884	0.00157352
1215	251.047	0.00157352
1215	251.224	0.00157352
1215	251.415	0.00157352
1215	251.619	0.00157352
1215	251.836	0.00157352
1215	252.067	0.00157352
1215	252.312	0.00157352
1215	252.571	0.00157352
1215	252.843	0.00157352
1215	253.128	0.00157352
1215.01	253.428	0.00157352
1215.01	253.74	0.00157352
1215.01	254.067	0.00157352
1215.01	254.407	0.00157352
1215.01	254.76	0.00157352
1215.01	255.128	0.00157352
1215.01	255.509	0.00157352
1215.01	255.903	0.00157352
1215.01	256.311	0.00157352
1215.01	256.733	0.00157352
1215.01	257.168	0.00157352
1215.01	257.617	0.00157352
1215.01	258.079	0.00157352
1215.01	258.555	0.00157352
1215.01	259.045	0.00157352
1215.02	259.548	0.00157352
1215.02	260.065	0.00157352
1215.02	260.595	0.00157352
1215.02	261.139	0.00157352
1215.02	261.697	0.00157352
1215.02	262.268	0.00157352
1215.02	262.853	0.00157352
1215.02	263.452	0.00157352
1215.02	264.064	0.00157352
1215.02	264.689	0.00157352
1215.02	265.329	0.00157352
1215.03	265.982	0.00157352
1215.03	266.648	0.00157352
1215.03	267.328	0.00157352
1215.03	268.022	0.00157352
1215.03	268.729	0.00157352
1215.03	269.45	0.00157352
1215.03	270.184	0.00157352
1215.03	270.932	0.00157352
1215.03	271.694	0.00157352
1215.04	272.469	0.00157352
1215.04	273.258	0.00157352
1215.04	274.061	0.00157352
1215.04	274.877	0.00157352
1215.04	275.706	0.00157352
1215.04	276.55	0.00157352
1215.04	277.407	0.00157352
1215.04	278.277	0.00157352
1215.05	279.161	0.00157352
1215.05	280.059	0.00157352
1215.05	280.97	0.00157352
1215.05	281.895	0.00157352
1215.05	282.833	0.00157352
1215.05	283.786	0.00157352
1215.05	284.751	0.00157352
1215.06	285.731	0.00157352
1215.06	286.723	0.00157352
1215.06	287.73	0.00157352
1215.06	288.75	0.00157352
1215.06	289.784	0.00157352
1215.06	290.831	0.00157352
1215.07	291.892	0.00157352
1215.07	292.966	0.00157352
1215.07	294.055	0.00157352
1215.07	295.143	0.00157352
1215.07	296.231	0.00157352
1215.07	297.319	0.00157352
1215.08	298.407	0.00157352
1215.08	299.495	0.00157352
1215.08	300.583	0.00157352
1215.08	301.671	0.00157352
1215.08	302.759	0.00157352
1215.08	303.847	0.00157352
1215.09	304.936	0.00157352
1215.09	306.024	0.00157352
1215.09	307.112	0.00157352
1215.09	308.2	0.00157352
1215.09	309.288	0.00157352
1215.1	310.376	0.00157352
