###Movement values in mm###
X	Y	A		sX	sY	sA
1215	660.024	-0.00144014		11.4197	1.70321e-09	3.53309e-07
1215	660.024	-0.00224021		11.4211	6.50084e-09	5.49694e-07
1215	660.024	-0.00320031		11.4228	1.90817e-08	7.85425e-07
1215	660.024	-0.00432041		11.4248	4.71291e-08	1.06053e-06
1215	660.024	-0.00560053		11.4271	1.02908e-07	1.37502e-06
1215	660.024	-0.00704067		11.4296	2.04789e-07	1.72893e-06
1215	660.024	-0.00864082		11.4325	3.78988e-07	2.12227e-06
1215	660.024	-0.010401		11.4356	6.61525e-07	2.55508e-06
1215	660.024	-0.0123212		11.439	1.1004e-06	3.02737e-06
1215	660.024	-0.0144014		11.4427	1.75799e-06	3.53917e-06
1215	660.024	-0.0166416		11.4466	2.71363e-06	4.0905e-06
1215	660.024	-0.0190418		11.4509	4.06651e-06	4.68138e-06
1215	660.024	-0.0216021		11.4554	5.93861e-06	5.31184e-06
1215	660.024	-0.0243223		11.4602	8.47805e-06	5.9819e-06
1215	660.024	-0.0272026		11.4653	1.18625e-05	6.69158e-06
1215	660.024	-0.0302429		11.4707	1.63029e-05	7.44091e-06
1215	660.024	-0.0334432		11.4764	2.20474e-05	8.2299e-06
1215	660.024	-0.0368035		11.4823	2.93853e-05	9.05859e-06
1215	660.024	-0.0403238		11.4885	3.86516e-05	9.92699e-06
1215	660.024	-0.0440042		11.4951	5.02312e-05	1.08351e-05
1215	660.024	-0.0478446		11.5018	6.4564e-05	1.1783e-05
1215	660.024	-0.0518449		11.5089	8.21496e-05	1.27707e-05
1215	660.024	-0.0560053		11.5162	0.000103553	1.37982e-05
1215	660.024	-0.0603257		11.5239	0.000129408	1.48655e-05
1215	660.024	-0.0648062		11.5318	0.000160425	1.59727e-05
1215	660.024	-0.0694466		11.54	0.000197397	1.71198e-05
1215	660.024	-0.0742471		11.5484	0.000241202	1.83067e-05
1215	660.024	-0.0792075		11.5571	0.000292814	1.95336e-05
1215	660.024	-0.084328		11.5662	0.000353304	2.08004e-05
1215	660.024	-0.0896085		11.5754	0.000423852	2.21072e-05
1215	660.024	-0.0950491		11.585	0.000505747	2.34539e-05
1215	660.024	-0.10065		11.5948	0.0006004	2.48407e-05
1215	660.024	-0.10641		11.6049	0.000709348	2.62676e-05
1215	660.024	-0.112331		11.6153	0.000834262	2.77344e-05
1215	660.024	-0.118411		11.6259	0.00097695	2.92414e-05
1215	660.024	-0.124652		11.6368	0.00113937	3.07885e-05
1215	660.024	-0.131052		11.6479	0.00132364	3.23757e-05
1215	660.024	-0.137613		11.6593	0.00153203	3.40031e-05
1215	660.024	-0.144334		11.671	0.00176698	3.56706e-05
1215	660.024	-0.151214		11.6829	0.00203112	3.73783e-05
1215	660.024	-0.158255		11.6951	0.00232727	3.91263e-05
1215	660.024	-0.165456		11.7075	0.0026584	4.09145e-05
1215	660.024	-0.172816		11.7202	0.00302774	4.27429e-05
1215	660.024	-0.180337		11.7331	0.00343869	4.46117e-05
1215	660.024	-0.188018		11.7462	0.00389487	4.65208e-05
1215	660.024	-0.195859		11.7596	0.00440014	4.84702e-05
1215	660.024	-0.203859		11.7732	0.00495856	5.04599e-05
1215	660.024	-0.21202		11.7871	0.00557447	5.24901e-05
1215	660.024	-0.220341		11.8011	0.00625242	5.45606e-05
1215	660.024	-0.228822		11.8154	0.00699724	5.66716e-05
1215	660.024	-0.237463		11.8299	0.007814	5.88231e-05
1215	660.024	-0.246263		11.8446	0.00870803	6.1015e-05
1215	660.024	-0.255224		11.8595	0.00968497	6.32474e-05
1215	660.024	-0.264345		11.8745	0.0107507	6.55203e-05
1215	660.024	-0.273626		11.8898	0.0119114	6.78338e-05
1215	660.024	-0.283067		11.9053	0.0131736	7.01878e-05
1215	660.024	-0.292668		11.9209	0.014544	7.25824e-05
1215	660.024	-0.302429		11.9367	0.0160297	7.50177e-05
1215	660.024	-0.31235		11.9527	0.0176381	7.74936e-05
1215	660.024	-0.322431		11.9688	0.0193768	8.00101e-05
1215	660.024	-0.332672		11.985	0.0212539	8.25673e-05
1215	660.024	-0.343073		12.0014	0.0232777	8.51652e-05
1215	660.024	-0.353634		12.0179	0.0254568	8.78039e-05
1215	660.024	-0.364355		12.0346	0.0278003	9.04833e-05
1215	660.024	-0.375236		12.0513	0.0303173	9.32035e-05
1215	660.024	-0.386277		12.0682	0.0330174	9.59645e-05
1215	660.024	-0.397478		12.0851	0.0359107	9.87663e-05
1215	660.024	-0.408839		12.1022	0.0390074	0.000101609
1215	660.024	-0.42036		12.1192	0.0423179	0.000104492
1215	660.024	-0.432041		12.1364	0.0458533	0.000107417
1215	660.024	-0.443882		12.1536	0.0496246	0.000110382
1215	660.024	-0.455883		12.1708	0.0536434	0.000113388
1215	660.024	-0.468045		12.1881	0.0579216	0.000116436
1215	660.024	-0.480366		12.2054	0.062471	0.000119524
1215	660.024	-0.492847		12.2226	0.0673042	0.000122653
1215	660.024	-0.505488		12.2399	0.0724338	0.000125823
1215	660.024	-0.518289		12.2571	0.0778727	0.000129034
1215	660.024	-0.531091		12.2741	0.0835614	0.000132246
1215	660.024	-0.543892		12.2908	0.0895035	0.000135457
1215	660.024	-0.556693		12.3073	0.0957026	0.000138668
1215	660.024	-0.569494		12.3235	0.102162	0.000141879
1215	660.024	-0.582295		12.3394	0.108885	0.000145091
1215	660.024	-0.595097		12.3551	0.115874	0.000148302
1215	660.024	-0.607898		12.3705	0.123133	0.000151513
1215	660.024	-0.620699		12.3857	0.130664	0.000154725
1215	660.024	-0.6335		12.4005	0.13847	0.000157936
1215	660.024	-0.646302		12.4151	0.146553	0.000161147
1215	660.024	-0.659103		12.4294	0.154914	0.000164358
1215	660.024	-0.671904		12.4434	0.163557	0.00016757
1215	660.024	-0.684705		12.4572	0.172482	0.000170781
1215	660.024	-0.697506		12.4707	0.181691	0.000173992
1215	660.024	-0.710308		12.4838	0.191187	0.000177203
1215	660.024	-0.723109		12.4967	0.200969	0.000180415
1215	660.024	-0.73591		12.5093	0.211039	0.000183626
1215	660.024	-0.748711		12.5216	0.221398	0.000186837
1215	660.024	-0.761513		12.5336	0.232046	0.000190048
1215	660.024	-0.774314		12.5454	0.242984	0.00019326
1215	660.024	-0.787115		12.5568	0.254213	0.000196471
1215	660.024	-0.799916		12.568	0.265731	0.000199682
1215	660.024	-0.812717		12.5788	0.27754	0.000202894
1215	660.024	-0.825519		12.5894	0.289638	0.000206105
1215	660.024	-0.83832		12.5997	0.302025	0.000209316
1215	660.024	-0.851121		12.6097	0.314701	0.000212527
1215	660.024	-0.863922		12.6194	0.327665	0.000215739
1215	660.024	-0.876724		12.6288	0.340915	0.00021895
1215	660.024	-0.889525		12.6379	0.354451	0.000222161
1215	660.024	-0.902326		12.6468	0.368271	0.000225372
1215	660.024	-0.915127		12.6553	0.382372	0.000228584
1215	660.024	-0.927928		12.6636	0.396755	0.000231795
1215	660.024	-0.94073		12.6716	0.411415	0.000235006
1215	660.024	-0.953531		12.6794	0.426353	0.000238218
1215	660.024	-0.966332		12.6868	0.441564	0.000241429
1215	660.024	-0.979133		12.694	0.457046	0.00024464
1215	660.024	-0.991935		12.7009	0.472797	0.000247851
1215	660.024	-1.00474		12.7076	0.488814	0.000251063
1215	660.024	-1.01754		12.714	0.505093	0.000254274
1215	660.024	-1.03034		12.7201	0.521633	0.000257485
1215	660.024	-1.04314		12.726	0.538428	0.000260696
1215	660.024	-1.05594		12.7316	0.555475	0.000263908
1215	660.024	-1.06874		12.737	0.572771	0.000267119
1215	660.024	-1.08154		12.7421	0.590313	0.00027033
1215	660.024	-1.09434		12.747	0.608094	0.000273541
1215	660.024	-1.10715		12.7516	0.626113	0.000276753
1215	660.024	-1.11995		12.7561	0.644363	0.000279964
1215	660.024	-1.13275		12.7602	0.662841	0.000283175
1215	660.024	-1.14555		12.7642	0.681542	0.000286387
1215	660.024	-1.15835		12.768	0.700462	0.000289598
1215	660.024	-1.17115		12.7715	0.719594	0.000292809
1215	660.024	-1.18395		12.7748	0.738934	0.00029602
1215	660.024	-1.19675		12.778	0.758477	0.000299232
1215	660.024	-1.20956		12.7809	0.778218	0.000302443
1215	660.024	-1.22236		12.7836	0.79815	0.000305654
1215	660.024	-1.23516		12.7862	0.818269	0.000308865
1215	660.024	-1.24796		12.7885	0.838568	0.000312077
1215	660.024	-1.26076		12.7907	0.859042	0.000315288
1215	660.024	-1.27356		12.7928	0.879684	0.000318499
1215	660.024	-1.28636		12.7946	0.900489	0.00032171
1215	660.024	-1.29916		12.7963	0.92145	0.000324922
1215	660.024	-1.31197		12.7979	0.942561	0.000328133
1215	660.024	-1.32477		12.7993	0.963816	0.000331344
1215	660.024	-1.33757		12.8006	0.985208	0.000334556
1215	660.024	-1.35037		12.8017	1.00673	0.000337767
1215	660.024	-1.36317		12.8027	1.02838	0.000340978
1215	660.024	-1.37597		12.8037	1.05014	0.000344189
1215	660.024	-1.38877		12.8044	1.07201	0.000347401
1215	660.024	-1.40157		12.8051	1.09399	0.000350612
1215	660.024	-1.41437		12.8057	1.11606	0.000353823
1215	660.024	-1.42718		12.8062	1.13823	0.000357034
1215	660.024	-1.43998		12.8067	1.16047	0.000360246
1215	660.024	-1.45278		12.807	1.18279	0.000363457
1215	660.024	-1.46558		12.8073	1.20518	0.000366668
1215	660.024	-1.47838		12.8075	1.22763	0.000369879
1215	660.024	-1.49118		12.8077	1.25013	0.000373091
1215	660.024	-1.50398		12.8078	1.27267	0.000376302
1215	660.024	-1.51678		12.8079	1.29526	0.000379513
1215	660.024	-1.52959		12.8079	1.31788	0.000382725
1215	660.024	-1.54239		12.808	1.34052	0.000385936
1215	660.024	-1.55519		12.808	1.36318	0.000389147
1215	660.024	-1.56799		12.808	1.38584	0.000392358
1215	660.024	-1.58079		12.808	1.40851	0.00039557
1215	660.024	-1.59359		12.808	1.43118	0.000398781
1215	660.024	-1.60639		12.808	1.45383	0.000401992
1215	660.024	-1.61919		12.808	1.47645	0.000405203
1215	660.024	-1.632		12.8081	1.49905	0.000408415
1215	660.024	-1.6448		12.8082	1.52162	0.000411626
1215	660.024	-1.6576		12.8084	1.54414	0.000414837
1215	660.024	-1.6704		12.8086	1.56662	0.000418049
1215	660.024	-1.6832		12.8088	1.58903	0.00042126
1215	660.024	-1.696		12.8091	1.61138	0.000424471
1215	660.024	-1.7088		12.8095	1.63366	0.000427682
1215	660.024	-1.7216		12.81	1.65586	0.000430894
1215	660.024	-1.73441		12.8105	1.67797	0.000434105
1215	660.024	-1.74721		12.8112	1.69999	0.000437316
1215	660.024	-1.76001		12.8119	1.72191	0.000440527
1215	660.024	-1.77281		12.8128	1.74372	0.000443739
1215	660.024	-1.78561		12.8138	1.76542	0.00044695
1215	660.024	-1.79841		12.8149	1.787	0.000450161
1215	660.024	-1.81121		12.8161	1.80845	0.000453372
1215	660.024	-1.82401		12.8174	1.82977	0.000456584
1215	660.024	-1.83682		12.8189	1.85094	0.000459795
1215	660.024	-1.84962		12.8206	1.87197	0.000463006
1215	660.024	-1.86242		12.8224	1.89284	0.000466218
1215	660.024	-1.87522		12.8243	1.91356	0.000469429
1215	660.024	-1.88802		12.8264	1.9341	0.00047264
1215	660.024	-1.90082		12.8287	1.95448	0.000475851
1215	660.024	-1.91362		12.8312	1.97468	0.000479063
1215	660.024	-1.92642		12.8339	1.99469	0.000482274
1215	660.024	-1.93922		12.8367	2.01452	0.000485485
1215	660.024	-1.95203		12.8397	2.03415	0.000488696
1215	660.024	-1.96483		12.843	2.05358	0.000491908
1215	660.024	-1.97763		12.8464	2.0728	0.000495119
1215	660.024	-1.99043		12.8501	2.09182	0.00049833
1215	660.024	-2.00323		12.8539	2.11061	0.000501541
1215	660.024	-2.01603		12.858	2.12919	0.000504753
1215	660.024	-2.02883		12.8624	2.14754	0.000507964
1215	660.024	-2.04163		12.8669	2.16566	0.000511175
1215	660.024	-2.05444		12.8717	2.18355	0.000514387
1215	660.024	-2.06724		12.8767	2.2012	0.000517598
1215	660.024	-2.08004		12.882	2.2186	0.000520809
1215	660.024	-2.09284		12.8875	2.23576	0.00052402
1215	660.024	-2.10564		12.8933	2.25266	0.000527232
1215	660.024	-2.11844		12.8993	2.26932	0.000530443
1215	660.024	-2.13124		12.9055	2.28571	0.000533654
1215	660.024	-2.14404		12.9121	2.30184	0.000536865
1215	660.024	-2.15685		12.9189	2.31771	0.000540077
1215	660.024	-2.16965		12.9259	2.33331	0.000543288
1215	660.024	-2.18245		12.9333	2.34864	0.000546499
1215	660.024	-2.19525		12.9409	2.3637	0.00054971
1215	660.024	-2.20805		12.9488	2.37848	0.000552922
1215	660.024	-2.22085		12.9569	2.39298	0.000556133
1215	660.024	-2.23365		12.9654	2.40721	0.000559344
1215	660.024	-2.24645		12.9741	2.42115	0.000562556
1215	660.024	-2.25926		12.9831	2.43481	0.000565767
1215	660.024	-2.27206		12.9924	2.44819	0.000568978
1215	660.024	-2.28486		13.002	2.46128	0.000572189
1215	660.024	-2.29766		13.0119	2.47408	0.000575401
1215	660.024	-2.31046		13.022	2.4866	0.000578612
1215	660.024	-2.32326		13.0325	2.49882	0.000581823
1215	660.024	-2.33606		13.0432	2.51076	0.000585034
1215	660.024	-2.34886		13.0542	2.5224	0.000588246
1215	660.024	-2.36167		13.0655	2.53376	0.000591457
1215	660.024	-2.37447		13.0771	2.54482	0.000594668
1215	660.024	-2.38727		13.089	2.5556	0.000597879
1215	660.024	-2.40007		13.1012	2.56608	0.000601091
1215	660.024	-2.41287		13.1137	2.57628	0.000604302
1215	660.024	-2.42567		13.1264	2.58619	0.000607513
1215	660.024	-2.43847		13.1395	2.59581	0.000610725
1215	660.024	-2.45127		13.1528	2.60514	0.000613936
1215	660.024	-2.46407		13.1664	2.61419	0.000617147
1215	660.024	-2.47688		13.1804	2.62296	0.000620358
1215	660.024	-2.48968		13.1945	2.63144	0.00062357
1215	660.024	-2.50248		13.209	2.63965	0.000626781
1215	660.024	-2.51528		13.2237	2.64758	0.000629992
1215	660.024	-2.52808		13.2388	2.65523	0.000633203
1215	660.024	-2.54088		13.254	2.66261	0.000636415
1215	660.024	-2.55368		13.2696	2.66971	0.000639626
1215	660.024	-2.56648		13.2854	2.67655	0.000642837
1215	660.024	-2.57929		13.3015	2.68313	0.000646049
1215	660.024	-2.59209		13.3179	2.68944	0.00064926
1215	660.024	-2.60489		13.3345	2.69549	0.000652471
1215	660.024	-2.61769		13.3514	2.70129	0.000655682
1215	660.024	-2.63049		13.3685	2.70684	0.000658894
1215	660.024	-2.64329		13.3859	2.71214	0.000662105
1215	660.024	-2.65609		13.4035	2.7172	0.000665316
1215	660.024	-2.66889		13.4213	2.72202	0.000668527
1215	660.024	-2.6817		13.4394	2.7266	0.000671739
1215	660.024	-2.6945		13.4577	2.73095	0.00067495
1215	660.024	-2.7073		13.4763	2.73507	0.000678161
1215	660.024	-2.7201		13.495	2.73898	0.000681372
1215	660.024	-2.7329		13.514	2.74266	0.000684584
1215	660.024	-2.7457		13.5332	2.74614	0.000687795
1215	660.024	-2.7585		13.5526	2.74941	0.000691006
1215	660.024	-2.7713		13.5722	2.75247	0.000694218
1215	660.024	-2.78411		13.592	2.75535	0.000697429
1215	660.024	-2.79691		13.612	2.75803	0.00070064
1215	660.024	-2.80971		13.6322	2.76052	0.000703851
1215	660.024	-2.82251		13.6525	2.76284	0.000707063
1215	660.024	-2.83531		13.6731	2.76499	0.000710274
1215	660.024	-2.84811		13.6937	2.76696	0.000713485
1215	660.024	-2.86091		13.7146	2.76878	0.000716696
1215	660.024	-2.87371		13.7356	2.77045	0.000719908
1215	660.024	-2.88652		13.7568	2.77196	0.000723119
1215	660.024	-2.89932		13.778	2.77333	0.00072633
1215	660.024	-2.91212		13.7995	2.77457	0.000729541
1215	660.024	-2.92492		13.821	2.77568	0.000732753
1215	660.024	-2.93772		13.8427	2.77667	0.000735964
1215	660.024	-2.95052		13.8645	2.77754	0.000739175
1215	660.024	-2.96332		13.8864	2.77831	0.000742387
1215	660.024	-2.97612		13.9084	2.77897	0.000745598
1215	660.024	-2.98892		13.9305	2.77954	0.000748809
1215	660.024	-3.00173		13.9527	2.78002	0.00075202
1215	660.024	-3.01453		13.975	2.78042	0.000755232
1215	660.024	-3.02733		13.9973	2.78075	0.000758443
1215	660.024	-3.04013		14.0197	2.78101	0.000761654
1215	660.024	-3.05293		14.0422	2.78122	0.000764865
1215	660.024	-3.06573		14.0647	2.78137	0.000768077
1215	660.024	-3.07853		14.0873	2.78148	0.000771288
1215	660.024	-3.09133		14.1099	2.78155	0.000774499
1215	660.024	-3.10414		14.1325	2.78159	0.00077771
1215	660.024	-3.11694		14.1551	2.78162	0.000780922
1215	660.024	-3.12974		14.1778	2.78162	0.000784133
1215	660.024	-3.14254		14.2005	2.78162	0.000787344
1215	660.024	-3.15518		14.2229	2.78163	0.000790514
1215	660.024	-3.16766		14.2449	2.78163	0.000793644
1215	660.024	-3.17998		14.2667	2.78166	0.000796732
1215	660.024	-3.19214		14.2882	2.7817	0.000799779
1215	660.024	-3.20415		14.3094	2.78177	0.000802785
1215	660.024	-3.21599		14.3303	2.78187	0.000805751
1215	660.024	-3.22767		14.3508	2.782	0.000808675
1215	660.024	-3.23919		14.3711	2.78217	0.000811559
1215	660.024	-3.25055		14.391	2.78238	0.000814401
1215	660.024	-3.26175		14.4106	2.78264	0.000817203
1215	660.024	-3.27279		14.4298	2.78295	0.000819964
1215	660.024	-3.28367		14.4487	2.78331	0.000822684
1215	660.024	-3.29439		14.4673	2.78372	0.000825364
1215	660.024	-3.30495		14.4855	2.78418	0.000828002
1215	660.024	-3.31536		14.5034	2.7847	0.0008306
1215	660.024	-3.3256		14.521	2.78527	0.000833157
1215	660.024	-3.33568		14.5382	2.7859	0.000835674
1215	660.024	-3.3456		14.5551	2.78659	0.00083815
1215	660.024	-3.35536		14.5716	2.78733	0.000840585
1215	660.024	-3.36496		14.5878	2.78813	0.00084298
1215	660.024	-3.3744		14.6037	2.78899	0.000845334
1215	660.024	-3.38368		14.6192	2.7899	0.000847647
1215	660.024	-3.3928		14.6344	2.79086	0.00084992
1215	660.024	-3.40176		14.6493	2.79188	0.000852152
1215	660.024	-3.41057		14.6638	2.79294	0.000854344
1215	660.024	-3.41921		14.678	2.79406	0.000856496
1215	660.024	-3.42769		14.6918	2.79522	0.000858607
1215	660.024	-3.43601		14.7053	2.79642	0.000860677
1215	660.024	-3.44417		14.7186	2.79767	0.000862707
1215	660.024	-3.45217		14.7314	2.79896	0.000864697
1215	660.024	-3.46001		14.744	2.80029	0.000866647
1215	660.024	-3.46769		14.7562	2.80166	0.000868556
1215	660.024	-3.47521		14.7681	2.80305	0.000870424
1215	660.024	-3.48257		14.7797	2.80448	0.000872253
1215	660.024	-3.48977		14.791	2.80594	0.000874041
1215	660.024	-3.49681		14.802	2.80742	0.000875789
1215	660.024	-3.50369		14.8127	2.80892	0.000877497
1215	660.024	-3.51041		14.8231	2.81044	0.000879164
1215	660.024	-3.51698		14.8332	2.81197	0.000880792
1215	660.024	-3.52338		14.843	2.81352	0.000882379
1215	660.024	-3.52962		14.8525	2.81508	0.000883926
1215	660.024	-3.5357		14.8617	2.81664	0.000885433
1215	660.024	-3.54162		14.8706	2.81821	0.0008869
1215	660.024	-3.54738		14.8792	2.81978	0.000888327
1215	660.024	-3.55298		14.8876	2.82135	0.000889713
1215	660.024	-3.55842		14.8956	2.82291	0.00089106
1215	660.024	-3.5637		14.9034	2.82446	0.000892367
1215	660.024	-3.56882		14.911	2.826	0.000893634
1215	660.024	-3.57378		14.9182	2.82752	0.000894861
1215	660.024	-3.57858		14.9252	2.82903	0.000896048
1215	660.024	-3.58322		14.9319	2.83051	0.000897195
1215	660.024	-3.5877		14.9384	2.83198	0.000898302
1215	660.024	-3.59202		14.9446	2.83341	0.000899369
1215	660.024	-3.59618		14.9506	2.83482	0.000900397
1215	660.024	-3.60018		14.9563	2.8362	0.000901384
1215	660.024	-3.60402		14.9618	2.83754	0.000902332
1215	660.024	-3.6077		14.967	2.83885	0.00090324
1215	660.024	-3.61122		14.9719	2.84012	0.000904109
1215	660.024	-3.61458		14.9767	2.84134	0.000904938
1215	660.024	-3.61778		14.9811	2.84253	0.000905727
1215	660.024	-3.62083		14.9854	2.84367	0.000906476
1215	660.024	-3.62371		14.9894	2.84476	0.000907186
1215	660.024	-3.62643		14.9932	2.8458	0.000907856
1215	660.024	-3.62899		14.9967	2.84679	0.000908486
1215	660.024	-3.63139		15	2.84772	0.000909077
1215	660.024	-3.63363		15.0031	2.84861	0.000909628
1215	660.024	-3.63571		15.006	2.84943	0.00091014
1215	660.024	-3.63763		15.0086	2.8502	0.000910612
1215	660.024	-3.63939		15.011	2.85091	0.000911045
1215	660.024	-3.64099		15.0132	2.85155	0.000911438
1215	660.024	-3.64243		15.0152	2.85214	0.000911792
1215	660.024	-3.64371		15.0169	2.85266	0.000912107
1215	660.024	-3.64483		15.0184	2.85313	0.000912382
---END---
###Movement values in mm###
X	Y	A		sX	sY	sA
1215	660.024	-3.64483		15.0184	-0.205927	0
1215.01	660.001	-3.64483		15.0189	-0.205795	7.84388e-08
1215.03	659.965	-3.64483		15.0195	-0.205597	1.96097e-07
1215.06	659.917	-3.64483		15.0204	-0.205334	3.52975e-07
1215.09	659.858	-3.64483		15.0215	-0.205004	5.49072e-07
1215.13	659.786	-3.64483		15.0228	-0.204609	7.84388e-07
1215.18	659.703	-3.64483		15.0243	-0.204148	1.05892e-06
1215.23	659.607	-3.64483		15.026	-0.20362	1.37268e-06
1215.29	659.5	-3.64483		15.028	-0.203027	1.72565e-06
1215.35	659.381	-3.64483		15.0302	-0.202368	2.11785e-06
1215.43	659.25	-3.64483		15.0326	-0.201643	2.54926e-06
1215.51	659.107	-3.64483		15.0352	-0.200852	3.0199e-06
1215.59	658.952	-3.64483		15.038	-0.199994	3.52975e-06
1215.68	658.785	-3.64483		15.041	-0.199071	4.07882e-06
1215.78	658.607	-3.64483		15.0443	-0.198081	4.66711e-06
1215.89	658.416	-3.64483		15.0478	-0.197026	5.29462e-06
1216	658.213	-3.64483		15.0515	-0.195903	5.96135e-06
1216.12	657.999	-3.64483		15.0554	-0.194714	6.6673e-06
1216.24	657.773	-3.64483		15.0595	-0.193459	7.41247e-06
1216.37	657.534	-3.64483		15.0639	-0.192136	8.19686e-06
1216.51	657.284	-3.64483		15.0685	-0.190747	9.02047e-06
1216.65	657.022	-3.64483		15.0732	-0.18929	9.88329e-06
1216.8	656.748	-3.64483		15.0782	-0.187765	1.07853e-05
1216.96	656.462	-3.64483		15.0835	-0.186172	1.17266e-05
1217.13	656.164	-3.64483		15.0889	-0.184511	1.27071e-05
1217.3	655.854	-3.64483		15.0946	-0.182781	1.37268e-05
1217.47	655.532	-3.64483		15.1004	-0.180982	1.47857e-05
1217.66	655.199	-3.64483		15.1065	-0.179113	1.58839e-05
1217.85	654.853	-3.64483		15.1129	-0.177173	1.70212e-05
1218.04	654.496	-3.64483		15.1194	-0.175163	1.81978e-05
1218.25	654.126	-3.64483		15.1261	-0.17308	1.94136e-05
1218.46	653.745	-3.64483		15.1331	-0.170925	2.06686e-05
1218.67	653.352	-3.64483		15.1403	-0.168696	2.19629e-05
1218.9	652.947	-3.64483		15.1477	-0.166392	2.32963e-05
1219.13	652.53	-3.64483		15.1554	-0.164012	2.4669e-05
1219.36	652.101	-3.64483		15.1632	-0.161556	2.60809e-05
1219.6	651.66	-3.64483		15.1713	-0.159021	2.7532e-05
1219.85	651.207	-3.64483		15.1796	-0.156407	2.90224e-05
1220.11	650.743	-3.64483		15.1881	-0.153711	3.05519e-05
1220.37	650.266	-3.64483		15.1968	-0.150933	3.21207e-05
1220.64	649.777	-3.64483		15.2058	-0.14807	3.37287e-05
1220.92	649.277	-3.64483		15.215	-0.145121	3.53759e-05
1221.2	648.765	-3.64483		15.2244	-0.142083	3.70624e-05
1221.49	648.24	-3.64483		15.234	-0.138954	3.8788e-05
1221.78	647.704	-3.64483		15.2439	-0.135732	4.05529e-05
1222.08	647.156	-3.64483		15.254	-0.132414	4.2357e-05
1222.39	646.596	-3.64483		15.2643	-0.128998	4.42003e-05
1222.71	646.024	-3.64483		15.2749	-0.125481	4.60828e-05
1223.03	645.44	-3.64483		15.2856	-0.121859	4.80046e-05
1223.36	644.845	-3.64483		15.2966	-0.11813	4.99655e-05
1223.69	644.237	-3.64483		15.3079	-0.114289	5.19657e-05
1224.03	643.617	-3.64483		15.3193	-0.110334	5.40051e-05
1224.38	642.986	-3.64483		15.331	-0.106259	5.60838e-05
1224.73	642.342	-3.64483		15.343	-0.102062	5.82016e-05
1225.09	641.687	-3.64483		15.3551	-0.0977381	6.03587e-05
1225.46	641.02	-3.64483		15.3676	-0.0932819	6.2555e-05
1225.84	640.341	-3.64483		15.3802	-0.0886889	6.47905e-05
1226.22	639.65	-3.64483		15.3931	-0.083954	6.70652e-05
1226.6	638.947	-3.64483		15.4062	-0.0790717	6.93792e-05
1227	638.232	-3.64483		15.4196	-0.0740363	7.17323e-05
1227.4	637.505	-3.64483		15.4332	-0.0688418	7.41247e-05
1227.8	636.766	-3.64483		15.4471	-0.0634819	7.65563e-05
1228.22	636.016	-3.64483		15.4612	-0.0579499	7.90271e-05
1228.64	635.253	-3.64483		15.4756	-0.052239	8.15372e-05
1229.06	634.478	-3.64483		15.4902	-0.0463417	8.40864e-05
1229.5	633.692	-3.64483		15.5051	-0.0402505	8.66749e-05
1229.94	632.894	-3.64483		15.5202	-0.0339573	8.93026e-05
1230.38	632.084	-3.64483		15.5356	-0.0274538	9.19695e-05
1230.83	631.261	-3.64483		15.5513	-0.0207312	9.46757e-05
1231.29	630.427	-3.64483		15.5672	-0.0137803	9.7421e-05
1231.76	629.581	-3.64483		15.5834	-0.00659176	0.000100206
1232.23	628.723	-3.64483		15.5999	0.000844565	0.000103029
1232.71	627.854	-3.64483		15.6166	0.00853901	0.000105892
1233.2	626.972	-3.64483		15.6337	0.0165024	0.000108795
1233.69	626.078	-3.64483		15.651	0.0247461	0.000111736
1234.19	625.173	-3.64483		15.6686	0.0332817	0.000114717
1234.69	624.255	-3.64483		15.6865	0.0421215	0.000117737
1235.2	623.326	-3.64483		15.7046	0.0512782	0.000120796
1235.72	622.385	-3.64483		15.7231	0.060765	0.000123894
1236.25	621.431	-3.64483		15.7419	0.0705957	0.000127032
1236.77	620.478	-3.64483		15.7607	0.0806572	0.000130169
1237.3	619.525	-3.64483		15.7797	0.0909552	0.000133307
1237.82	618.572	-3.64483		15.7987	0.101496	0.000136444
1238.34	617.619	-3.64483		15.8177	0.112284	0.000139582
1238.87	616.665	-3.64483		15.8369	0.123326	0.000142719
1239.39	615.712	-3.64483		15.8561	0.134627	0.000145857
1239.92	614.759	-3.64483		15.8754	0.146193	0.000148995
1240.44	613.806	-3.64483		15.8948	0.15803	0.000152132
1240.97	612.853	-3.64483		15.9142	0.170144	0.00015527
1241.49	611.899	-3.64483		15.9338	0.182539	0.000158407
1242.02	610.946	-3.64483		15.9534	0.195223	0.000161545
1242.54	609.993	-3.64483		15.9732	0.2082	0.000164682
1243.07	609.04	-3.64483		15.993	0.221476	0.00016782
1243.59	608.087	-3.64483		16.0129	0.235058	0.000170957
1244.12	607.133	-3.64483		16.0329	0.24895	0.000174095
1244.64	606.18	-3.64483		16.053	0.263158	0.000177233
1245.17	605.227	-3.64483		16.0732	0.277689	0.00018037
1245.69	604.274	-3.64483		16.0935	0.292547	0.000183508
1246.22	603.32	-3.64483		16.1139	0.307738	0.000186645
1246.74	602.367	-3.64483		16.1344	0.323269	0.000189783
1247.27	601.414	-3.64483		16.1551	0.339145	0.00019292
1247.79	600.461	-3.64483		16.1758	0.355371	0.000196058
1248.32	599.508	-3.64483		16.1966	0.371954	0.000199195
